sw,tier,Gender,Ethnicity,IEP,ELL,enrolled15,absences15,presences15,enrolled16,absences16,presences16
20,Other,Female,Black,No,0,2477,265,2212,2847,272,2575
20,Other,Female,Black,No,1,210,20,190,160,11,149
20,Other,Female,Black,Yes,0,312,48,264,434,71,363
20,Other,Female,Black,Yes,1,10,0,10,10,0,10
20,Other,Female,Hispanic,No,0,738,107,631,890,98,792
20,Other,Female,Hispanic,No,1,895,164,731,944,104,840
20,Other,Female,Hispanic,Yes,0,90,14,76,105,7,98
20,Other,Female,Hispanic,Yes,1,229,21,208,200,33,167
20,Other,Female,Other,No,0,320,27,293,488,41,447
20,Other,Female,Other,No,1,250,12,238,210,7,203
20,Other,Female,Other,Yes,0,45,2,43,50,6,44
20,Other,Female,Other,Yes,1,10,0,10,10,0,10
20,Other,Female,White,No,0,648,66,582,837,99,738
20,Other,Female,White,No,1,55,7,48,70,4,66
20,Other,Female,White,Yes,0,160,17,143,235,43,192
20,Other,Female,White,Yes,1,10,2,8,10,0,10
20,Other,Male,Black,No,0,2412,235,2177,2827,225,2602
20,Other,Male,Black,No,1,165,12,153,205,17,188
20,Other,Male,Black,Yes,0,882,98,784,957,98,859
20,Other,Male,Black,Yes,1,30,9,21,45,3,42
20,Other,Male,Hispanic,No,0,665,88,577,727,89,638
20,Other,Male,Hispanic,No,1,946,149,797,915,107,808
20,Other,Male,Hispanic,Yes,0,270,49,221,300,42,258
20,Other,Male,Hispanic,Yes,1,564,74,490,507,65,442
20,Other,Male,Other,No,0,255,35,220,424,29,395
20,Other,Male,Other,No,1,240,11,229,190,4,186
20,Other,Male,Other,Yes,0,131,18,113,141,16,125
20,Other,Male,Other,Yes,1,5,3,2,5,0,5
20,Other,Male,White,No,0,822,86,736,965,90,875
20,Other,Male,White,No,1,25,0,25,55,6,49
20,Other,Male,White,Yes,0,451,69,382,500,80,420
20,Other,Male,White,Yes,1,20,4,16,35,5,30
21,Elementary,Female,Black,No,0,6552,746,5806,6247,488,5759
21,Elementary,Female,Black,No,1,908,59,849,1108,38,1070
21,Elementary,Female,Black,Yes,0,1220,166,1054,1122,96,1026
21,Elementary,Female,Black,Yes,1,40,3,37,28,1,27
21,Elementary,Female,Hispanic,No,0,1048,122,926,1018,119,899
21,Elementary,Female,Hispanic,No,1,288,36,252,256,30,226
21,Elementary,Female,Hispanic,Yes,0,200,25,175,228,32,196
21,Elementary,Female,Hispanic,Yes,1,100,16,84,108,15,93
21,Elementary,Female,Other,No,0,1554,217,1337,1738,149,1589
21,Elementary,Female,Other,No,1,1144,99,1045,1156,59,1097
21,Elementary,Female,Other,Yes,0,254,35,219,292,29,263
21,Elementary,Female,Other,Yes,1,36,1,35,56,5,51
21,Elementary,Female,White,No,0,3245,376,2869,3062,233,2829
21,Elementary,Female,White,No,1,342,31,311,380,18,362
21,Elementary,Female,White,Yes,0,888,105,783,797,99,698
21,Elementary,Female,White,Yes,1,20,0,20,16,1,15
21,Elementary,Male,Black,No,0,6018,669,5349,5865,454,5411
21,Elementary,Male,Black,No,1,901,58,843,1020,37,983
21,Elementary,Male,Black,Yes,0,2537,391,2146,2582,246,2336
21,Elementary,Male,Black,Yes,1,128,2,126,104,11,93
21,Elementary,Male,Hispanic,No,0,1009,150,859,994,83,911
21,Elementary,Male,Hispanic,No,1,304,46,258,328,38,290
21,Elementary,Male,Hispanic,Yes,0,364,63,301,412,67,345
21,Elementary,Male,Hispanic,Yes,1,140,27,113,120,23,97
21,Elementary,Male,Other,No,0,1406,155,1251,1588,114,1474
21,Elementary,Male,Other,No,1,1300,86,1214,1362,64,1298
21,Elementary,Male,Other,Yes,0,490,71,419,571,62,509
21,Elementary,Male,Other,Yes,1,84,14,70,76,12,64
21,Elementary,Male,White,No,0,2760,348,2412,2579,271,2308
21,Elementary,Male,White,No,1,394,47,347,440,23,417
21,Elementary,Male,White,Yes,0,1599,220,1379,1487,152,1335
21,Elementary,Male,White,Yes,1,40,11,29,44,2,42
21,High,Female,Black,No,0,3127,219,2908,3132,341,2791
21,High,Female,Black,No,1,480,19,461,658,18,640
21,High,Female,Black,Yes,0,658,49,609,646,101,545
21,High,Female,Black,Yes,1,60,4,56,56,1,55
21,High,Female,Hispanic,No,0,522,47,475,526,62,464
21,High,Female,Hispanic,No,1,307,41,266,350,64,286
21,High,Female,Hispanic,Yes,0,76,9,67,72,11,61
21,High,Female,Hispanic,Yes,1,76,7,69,72,13,59
21,High,Female,Other,No,0,305,30,275,312,23,289
21,High,Female,Other,No,1,756,62,694,781,50,731
21,High,Female,Other,Yes,0,48,8,40,44,10,34
21,High,Female,Other,Yes,1,17,1,16,26,1,25
21,High,Female,White,No,0,1494,148,1346,1485,125,1360
21,High,Female,White,No,1,164,12,152,176,10,166
21,High,Female,White,Yes,0,428,49,379,342,69,273
21,High,Male,Black,No,0,2750,186,2564,2491,239,2252
21,High,Male,Black,No,1,500,12,488,600,17,583
21,High,Male,Black,Yes,0,1112,89,1023,1086,147,939
21,High,Male,Black,Yes,1,48,1,47,68,4,64
21,High,Male,Hispanic,No,0,330,30,300,308,33,275
21,High,Male,Hispanic,No,1,358,37,321,341,26,315
21,High,Male,Hispanic,Yes,0,104,11,93,120,23,97
21,High,Male,Hispanic,Yes,1,152,21,131,164,30,134
21,High,Male,Other,No,0,220,11,209,264,17,247
21,High,Male,Other,No,1,778,40,738,760,39,721
21,High,Male,Other,Yes,0,120,9,111,100,9,91
21,High,Male,Other,Yes,1,28,1,27,28,0,28
21,High,Male,White,No,0,1183,80,1103,1188,93,1095
21,High,Male,White,No,1,212,23,189,220,26,194
21,High,Male,White,Yes,0,471,36,435,406,54,352
21,High,Male,White,Yes,1,4,0,4,4,0,4
21,Middle,Female,Black,No,0,2034,69,1965,2584,106,2478
21,Middle,Female,Black,No,1,304,5,299,468,7,461
21,Middle,Female,Black,Yes,0,376,10,366,432,34,398
21,Middle,Female,Black,Yes,1,28,0,28,44,3,41
21,Middle,Female,Hispanic,No,0,324,23,301,404,30,374
21,Middle,Female,Hispanic,No,1,180,6,174,204,5,199
21,Middle,Female,Hispanic,Yes,0,40,1,39,72,5,67
21,Middle,Female,Hispanic,Yes,1,40,5,35,64,9,55
21,Middle,Female,Other,No,0,260,11,249,288,16,272
21,Middle,Female,Other,No,1,412,8,404,500,10,490
21,Middle,Female,Other,Yes,0,56,3,53,52,7,45
21,Middle,Female,Other,Yes,1,8,1,7,4,0,4
21,Middle,Female,White,No,0,1164,47,1117,1228,61,1167
21,Middle,Female,White,No,1,120,3,117,140,3,137
21,Middle,Female,White,Yes,0,232,12,220,275,17,258
21,Middle,Female,White,Yes,1,4,0,4,8,1,7
21,Middle,Male,Black,No,0,1792,52,1740,2328,96,2232
21,Middle,Male,Black,No,1,284,4,280,480,4,476
21,Middle,Male,Black,Yes,0,884,30,854,1030,39,991
21,Middle,Male,Black,Yes,1,56,0,56,52,3,49
21,Middle,Male,Hispanic,No,0,253,12,241,384,12,372
21,Middle,Male,Hispanic,No,1,168,5,163,148,3,145
21,Middle,Male,Hispanic,Yes,0,160,10,150,164,10,154
21,Middle,Male,Hispanic,Yes,1,48,3,45,112,5,107
21,Middle,Male,Other,No,0,264,7,257,316,30,286
21,Middle,Male,Other,No,1,456,10,446,485,8,477
21,Middle,Male,Other,Yes,0,80,5,75,72,8,64
21,Middle,Male,Other,Yes,1,44,1,43,60,4,56
21,Middle,Male,White,No,0,1173,67,1106,1152,55,1097
21,Middle,Male,White,No,1,140,6,134,188,4,184
21,Middle,Male,White,Yes,0,500,30,470,630,55,575
21,Middle,Male,White,Yes,1,12,0,12,4,0,4
21,Other,Female,Black,No,0,1969,241,1728,2300,203,2097
21,Other,Female,Black,No,1,158,9,149,129,7,122
21,Other,Female,Black,Yes,0,240,49,191,360,50,310
21,Other,Female,Black,Yes,1,8,0,8,8,0,8
21,Other,Female,Hispanic,No,0,595,96,499,705,76,629
21,Other,Female,Hispanic,No,1,724,141,583,756,88,668
21,Other,Female,Hispanic,Yes,0,72,11,61,84,10,74
21,Other,Female,Hispanic,Yes,1,182,20,162,164,16,148
21,Other,Female,Other,No,0,253,37,216,402,27,375
21,Other,Female,Other,No,1,200,12,188,168,1,167
21,Other,Female,Other,Yes,0,36,6,30,40,4,36
21,Other,Female,Other,Yes,1,8,0,8,8,0,8
21,Other,Female,White,No,0,513,51,462,682,77,605
21,Other,Female,White,No,1,44,2,42,56,6,50
21,Other,Female,White,Yes,0,125,16,109,191,30,161
21,Other,Female,White,Yes,1,8,1,7,8,2,6
21,Other,Male,Black,No,0,1937,225,1712,2280,199,2081
21,Other,Male,Black,No,1,136,9,127,167,13,154
21,Other,Male,Black,Yes,0,707,99,608,784,82,702
21,Other,Male,Black,Yes,1,24,6,18,32,4,28
21,Other,Male,Hispanic,No,0,536,93,443,584,57,527
21,Other,Male,Hispanic,No,1,756,139,617,731,103,628
21,Other,Male,Hispanic,Yes,0,216,52,164,240,48,192
21,Other,Male,Hispanic,Yes,1,452,82,370,409,58,351
21,Other,Male,Other,No,0,200,33,167,340,22,318
21,Other,Male,Other,No,1,192,13,179,151,12,139
21,Other,Male,Other,Yes,0,107,32,75,114,20,94
21,Other,Male,Other,Yes,1,4,1,3,4,0,4
21,Other,Male,White,No,0,652,76,576,781,76,705
21,Other,Male,White,No,1,22,1,21,48,8,40
21,Other,Male,White,Yes,0,358,62,296,393,51,342
21,Other,Male,White,Yes,1,16,2,14,28,9,19
22,Elementary,Female,Black,No,0,6553,1160,5393,7804,702,7102
22,Elementary,Female,Black,No,1,913,70,843,1403,43,1360
22,Elementary,Female,Black,Yes,0,1220,237,983,1405,142,1263
22,Elementary,Female,Black,Yes,1,40,3,37,35,1,34
22,Elementary,Female,Hispanic,No,0,1048,201,847,1272,119,1153
22,Elementary,Female,Hispanic,No,1,288,59,229,325,24,301
22,Elementary,Female,Hispanic,Yes,0,200,43,157,285,55,230
22,Elementary,Female,Hispanic,Yes,1,100,19,81,135,19,116
22,Elementary,Female,Other,No,0,1553,301,1252,2178,202,1976
22,Elementary,Female,Other,No,1,1144,79,1065,1439,70,1369
22,Elementary,Female,Other,Yes,0,252,57,195,365,50,315
22,Elementary,Female,Other,Yes,1,36,6,30,70,11,59
22,Elementary,Female,White,No,0,3252,515,2737,3836,359,3477
22,Elementary,Female,White,No,1,345,45,300,475,25,450
22,Elementary,Female,White,Yes,0,888,151,737,995,105,890
22,Elementary,Female,White,Yes,1,20,1,19,20,0,20
22,Elementary,Male,Black,No,0,6018,1032,4986,7339,579,6760
22,Elementary,Male,Black,No,1,900,78,822,1280,48,1232
22,Elementary,Male,Black,Yes,0,2545,503,2042,3228,337,2891
22,Elementary,Male,Black,Yes,1,128,10,118,130,18,112
22,Elementary,Male,Hispanic,No,0,1005,191,814,1237,129,1108
22,Elementary,Male,Hispanic,No,1,308,59,249,410,40,370
22,Elementary,Male,Hispanic,Yes,0,363,77,286,515,72,443
22,Elementary,Male,Hispanic,Yes,1,140,32,108,150,27,123
22,Elementary,Male,Other,No,0,1404,261,1143,1985,218,1767
22,Elementary,Male,Other,No,1,1299,102,1197,1701,89,1612
22,Elementary,Male,Other,Yes,0,492,99,393,710,82,628
22,Elementary,Male,Other,Yes,1,84,12,72,95,13,82
22,Elementary,Male,White,No,0,2765,424,2341,3210,319,2891
22,Elementary,Male,White,No,1,392,72,320,550,54,496
22,Elementary,Male,White,Yes,0,1604,308,1296,1858,189,1669
22,Elementary,Male,White,Yes,1,40,13,27,55,5,50
22,High,Female,Black,No,0,3105,310,2795,3907,464,3443
22,High,Female,Black,No,1,481,33,448,825,24,801
22,High,Female,Black,Yes,0,641,71,570,805,116,689
22,High,Female,Black,Yes,1,63,2,61,70,1,69
22,High,Female,Hispanic,No,0,514,71,443,660,86,574
22,High,Female,Hispanic,No,1,307,57,250,439,98,341
22,High,Female,Hispanic,Yes,0,75,13,62,83,14,69
22,High,Female,Hispanic,Yes,1,75,16,59,88,18,70
22,High,Female,Other,No,0,301,23,278,389,40,349
22,High,Female,Other,No,1,749,56,693,979,69,910
22,High,Female,Other,Yes,0,46,3,43,55,10,45
22,High,Female,Other,Yes,1,16,0,16,33,1,32
22,High,Female,White,No,0,1490,175,1315,1850,187,1663
22,High,Female,White,No,1,164,15,149,220,20,200
22,High,Female,White,Yes,0,415,54,361,426,77,349
22,High,Male,Black,No,0,2709,253,2456,3090,308,2782
22,High,Male,Black,No,1,499,22,477,750,19,731
22,High,Male,Black,Yes,0,1086,142,944,1363,195,1168
22,High,Male,Black,Yes,1,47,3,44,85,4,81
22,High,Male,Hispanic,No,0,331,34,297,386,28,358
22,High,Male,Hispanic,No,1,350,56,294,425,47,378
22,High,Male,Hispanic,Yes,0,98,8,90,150,29,121
22,High,Male,Hispanic,Yes,1,150,26,124,204,37,167
22,High,Male,Other,No,0,220,17,203,327,28,299
22,High,Male,Other,No,1,772,46,726,950,84,866
22,High,Male,Other,Yes,0,120,11,109,124,9,115
22,High,Male,Other,Yes,1,27,1,26,35,2,33
22,High,Male,White,No,0,1177,108,1069,1485,127,1358
22,High,Male,White,No,1,212,28,184,273,35,238
22,High,Male,White,Yes,0,462,60,402,504,73,431
22,High,Male,White,Yes,1,4,0,4,5,0,5
22,Middle,Female,Black,No,0,2037,109,1928,3235,104,3131
22,Middle,Female,Black,No,1,306,5,301,585,3,582
22,Middle,Female,Black,Yes,0,376,21,355,539,35,504
22,Middle,Female,Black,Yes,1,28,0,28,55,0,55
22,Middle,Female,Hispanic,No,0,323,17,306,500,37,463
22,Middle,Female,Hispanic,No,1,180,8,172,255,9,246
22,Middle,Female,Hispanic,Yes,0,40,3,37,90,10,80
22,Middle,Female,Hispanic,Yes,1,40,4,36,80,4,76
22,Middle,Female,Other,No,0,262,11,251,357,12,345
22,Middle,Female,Other,No,1,412,12,400,625,9,616
22,Middle,Female,Other,Yes,0,56,8,48,65,7,58
22,Middle,Female,Other,Yes,1,8,1,7,5,1,4
22,Middle,Female,White,No,0,1160,55,1105,1535,80,1455
22,Middle,Female,White,No,1,120,3,117,183,4,179
22,Middle,Female,White,Yes,0,229,17,212,340,20,320
22,Middle,Female,White,Yes,1,4,1,3,10,0,10
22,Middle,Male,Black,No,0,1794,57,1737,2923,120,2803
22,Middle,Male,Black,No,1,284,6,278,604,5,599
22,Middle,Male,Black,Yes,0,884,40,844,1290,52,1238
22,Middle,Male,Black,Yes,1,56,3,53,65,1,64
22,Middle,Male,Hispanic,No,0,251,7,244,480,29,451
22,Middle,Male,Hispanic,No,1,168,14,154,185,6,179
22,Middle,Male,Hispanic,Yes,0,160,8,152,205,13,192
22,Middle,Male,Hispanic,Yes,1,48,4,44,140,6,134
22,Middle,Male,Other,No,0,268,9,259,391,24,367
22,Middle,Male,Other,No,1,456,7,449,610,14,596
22,Middle,Male,Other,Yes,0,80,7,73,90,10,80
22,Middle,Male,Other,Yes,1,44,1,43,75,5,70
22,Middle,Male,White,No,0,1178,58,1120,1439,95,1344
22,Middle,Male,White,No,1,140,7,133,235,5,230
22,Middle,Male,White,Yes,0,500,33,467,781,71,710
22,Middle,Male,White,Yes,1,12,0,12,5,0,5
22,Other,Female,Black,No,0,1992,284,1708,2903,297,2606
22,Other,Female,Black,No,1,156,14,142,168,15,153
22,Other,Female,Black,Yes,0,240,36,204,459,80,379
22,Other,Female,Black,Yes,1,8,1,7,10,0,10
22,Other,Female,Hispanic,No,0,598,121,477,889,96,793
22,Other,Female,Hispanic,No,1,720,158,562,947,118,829
22,Other,Female,Hispanic,Yes,0,72,12,60,105,12,93
22,Other,Female,Hispanic,Yes,1,180,37,143,205,18,187
22,Other,Female,Other,No,0,254,36,218,508,37,471
22,Other,Female,Other,No,1,200,7,193,210,11,199
22,Other,Female,Other,Yes,0,38,5,33,50,6,44
22,Other,Female,Other,Yes,1,8,0,8,10,0,10
22,Other,Female,White,No,0,515,61,454,860,105,755
22,Other,Female,White,No,1,44,4,40,70,3,67
22,Other,Female,White,Yes,0,125,17,108,240,44,196
22,Other,Female,White,Yes,1,8,5,3,10,2,8
22,Other,Male,Black,No,0,1963,232,1731,2882,291,2591
22,Other,Male,Black,No,1,136,15,121,215,14,201
22,Other,Male,Black,Yes,0,717,118,599,990,153,837
22,Other,Male,Black,Yes,1,24,5,19,40,1,39
22,Other,Male,Hispanic,No,0,542,113,429,738,78,660
22,Other,Male,Hispanic,No,1,767,177,590,922,126,796
22,Other,Male,Hispanic,Yes,0,220,65,155,300,57,243
22,Other,Male,Hispanic,Yes,1,452,99,353,515,74,441
22,Other,Male,Other,No,0,194,33,161,430,32,398
22,Other,Male,Other,No,1,192,10,182,185,6,179
22,Other,Male,Other,Yes,0,107,23,84,147,21,126
22,Other,Male,Other,Yes,1,4,0,4,5,0,5
22,Other,Male,White,No,0,653,85,568,970,106,864
22,Other,Male,White,No,1,24,3,21,60,9,51
22,Other,Male,White,Yes,0,361,53,308,492,72,420
22,Other,Male,White,Yes,1,16,3,13,35,5,30
23,Elementary,Female,Black,No,0,1638,142,1496,1560,242,1318
23,Elementary,Female,Black,No,1,229,21,208,283,29,254
23,Elementary,Female,Black,Yes,0,305,23,282,281,61,220
23,Elementary,Female,Black,Yes,1,10,0,10,7,0,7
23,Elementary,Female,Hispanic,No,0,262,28,234,255,32,223
23,Elementary,Female,Hispanic,No,1,72,8,64,65,10,55
23,Elementary,Female,Hispanic,Yes,0,50,6,44,56,9,47
23,Elementary,Female,Hispanic,Yes,1,25,2,23,27,6,21
23,Elementary,Female,Other,No,0,389,45,344,436,71,365
23,Elementary,Female,Other,No,1,286,21,265,287,22,265
23,Elementary,Female,Other,Yes,0,63,4,59,73,20,53
23,Elementary,Female,Other,Yes,1,9,2,7,14,3,11
23,Elementary,Female,White,No,0,814,60,754,768,94,674
23,Elementary,Female,White,No,1,87,4,83,93,12,81
23,Elementary,Female,White,Yes,0,222,17,205,199,32,167
23,Elementary,Female,White,Yes,1,5,0,5,4,0,4
23,Elementary,Male,Black,No,0,1503,128,1375,1468,261,1207
23,Elementary,Male,Black,No,1,225,14,211,260,26,234
23,Elementary,Male,Black,Yes,0,638,73,565,646,124,522
23,Elementary,Male,Black,Yes,1,32,2,30,26,5,21
23,Elementary,Male,Hispanic,No,0,251,36,215,247,45,202
23,Elementary,Male,Hispanic,No,1,76,5,71,83,13,70
23,Elementary,Male,Hispanic,Yes,0,90,16,74,103,25,78
23,Elementary,Male,Hispanic,Yes,1,35,7,28,30,11,19
23,Elementary,Male,Other,No,0,352,31,321,397,71,326
23,Elementary,Male,Other,No,1,326,14,312,340,34,306
23,Elementary,Male,Other,Yes,0,123,11,112,142,25,117
23,Elementary,Male,Other,Yes,1,21,1,20,19,3,16
23,Elementary,Male,White,No,0,693,58,635,642,105,537
23,Elementary,Male,White,No,1,98,16,82,110,19,91
23,Elementary,Male,White,Yes,0,401,41,360,372,59,313
23,Elementary,Male,White,Yes,1,10,2,8,11,2,9
23,High,Female,Black,No,0,771,52,719,778,161,617
23,High,Female,Black,No,1,121,4,117,166,12,154
23,High,Female,Black,Yes,0,158,14,144,161,38,123
23,High,Female,Black,Yes,1,16,0,16,14,1,13
23,High,Female,Hispanic,No,0,128,11,117,132,27,105
23,High,Female,Hispanic,No,1,78,10,68,87,19,68
23,High,Female,Hispanic,Yes,0,19,1,18,16,4,12
23,High,Female,Hispanic,Yes,1,19,3,16,17,6,11
23,High,Female,Other,No,0,75,7,68,77,9,68
23,High,Female,Other,No,1,187,19,168,197,20,177
23,High,Female,Other,Yes,0,11,0,11,11,4,7
23,High,Female,Other,Yes,1,4,0,4,6,0,6
23,High,Female,White,No,0,373,43,330,369,72,297
23,High,Female,White,No,1,41,1,40,44,8,36
23,High,Female,White,Yes,0,104,14,90,85,24,61
23,High,Male,Black,No,0,670,59,611,615,108,507
23,High,Male,Black,No,1,124,0,124,151,8,143
23,High,Male,Black,Yes,0,272,31,241,272,58,214
23,High,Male,Black,Yes,1,12,0,12,17,1,16
23,High,Male,Hispanic,No,0,83,10,73,78,13,65
23,High,Male,Hispanic,No,1,87,7,80,85,13,72
23,High,Male,Hispanic,Yes,0,24,4,20,30,6,24
23,High,Male,Hispanic,Yes,1,37,7,30,40,14,26
23,High,Male,Other,No,0,55,4,51,65,7,58
23,High,Male,Other,No,1,192,11,181,190,17,173
23,High,Male,Other,Yes,0,30,5,25,24,5,19
23,High,Male,Other,Yes,1,7,0,7,7,0,7
23,High,Male,White,No,0,294,20,274,297,45,252
23,High,Male,White,No,1,53,5,48,54,8,46
23,High,Male,White,Yes,0,116,14,102,101,20,81
23,High,Male,White,Yes,1,1,0,1,1,0,1
23,Middle,Female,Black,No,0,510,5,505,647,53,594
23,Middle,Female,Black,No,1,78,0,78,117,1,116
23,Middle,Female,Black,Yes,0,94,1,93,107,11,96
23,Middle,Female,Black,Yes,1,7,0,7,11,0,11
23,Middle,Female,Hispanic,No,0,80,4,76,100,10,90
23,Middle,Female,Hispanic,No,1,45,0,45,51,3,48
23,Middle,Female,Hispanic,Yes,0,10,0,10,18,5,13
23,Middle,Female,Hispanic,Yes,1,10,0,10,16,5,11
23,Middle,Female,Other,No,0,66,0,66,71,5,66
23,Middle,Female,Other,No,1,103,0,103,125,2,123
23,Middle,Female,Other,Yes,0,14,1,13,13,5,8
23,Middle,Female,Other,Yes,1,2,0,2,1,0,1
23,Middle,Female,White,No,0,290,9,281,307,24,283
23,Middle,Female,White,No,1,30,1,29,37,3,34
23,Middle,Female,White,Yes,0,57,1,56,68,5,63
23,Middle,Female,White,Yes,1,1,0,1,2,0,2
23,Middle,Male,Black,No,0,448,8,440,587,46,541
23,Middle,Male,Black,No,1,71,2,69,121,5,116
23,Middle,Male,Black,Yes,0,221,6,215,258,26,232
23,Middle,Male,Black,Yes,1,14,0,14,13,2,11
23,Middle,Male,Hispanic,No,0,62,0,62,96,12,84
23,Middle,Male,Hispanic,No,1,42,0,42,36,4,32
23,Middle,Male,Hispanic,Yes,0,40,0,40,41,7,34
23,Middle,Male,Hispanic,Yes,1,12,1,11,28,0,28
23,Middle,Male,Other,No,0,67,0,67,78,7,71
23,Middle,Male,Other,No,1,114,1,113,122,5,117
23,Middle,Male,Other,Yes,0,20,0,20,18,3,15
23,Middle,Male,Other,Yes,1,11,0,11,15,3,12
23,Middle,Male,White,No,0,295,5,290,287,26,261
23,Middle,Male,White,No,1,35,1,34,47,2,45
23,Middle,Male,White,Yes,0,125,4,121,157,24,133
23,Middle,Male,White,Yes,1,3,0,3,1,0,1
23,Other,Female,Black,No,0,500,36,464,584,99,485
23,Other,Female,Black,No,1,39,5,34,34,5,29
23,Other,Female,Black,Yes,0,59,10,49,92,23,69
23,Other,Female,Black,Yes,1,2,0,2,2,0,2
23,Other,Female,Hispanic,No,0,148,17,131,178,43,135
23,Other,Female,Hispanic,No,1,178,27,151,189,43,146
23,Other,Female,Hispanic,Yes,0,18,2,16,21,5,16
23,Other,Female,Hispanic,Yes,1,46,9,37,41,11,30
23,Other,Female,Other,No,0,64,5,59,101,20,81
23,Other,Female,Other,No,1,50,6,44,42,3,39
23,Other,Female,Other,Yes,0,10,2,8,10,3,7
23,Other,Female,Other,Yes,1,2,0,2,2,0,2
23,Other,Female,White,No,0,129,12,117,173,35,138
23,Other,Female,White,No,1,11,2,9,14,3,11
23,Other,Female,White,Yes,0,32,5,27,48,13,35
23,Other,Female,White,Yes,1,2,0,2,2,1,1
23,Other,Male,Black,No,0,494,38,456,580,96,484
23,Other,Male,Black,No,1,34,4,30,44,4,40
23,Other,Male,Black,Yes,0,182,29,153,198,54,144
23,Other,Male,Black,Yes,1,6,1,5,8,1,7
23,Other,Male,Hispanic,No,0,136,16,120,148,41,107
23,Other,Male,Hispanic,No,1,192,30,162,185,54,131
23,Other,Male,Hispanic,Yes,0,56,15,41,60,25,35
23,Other,Male,Hispanic,Yes,1,113,16,97,103,35,68
23,Other,Male,Other,No,0,48,5,43,86,8,78
23,Other,Male,Other,No,1,48,4,44,37,3,34
23,Other,Male,Other,Yes,0,26,3,23,30,7,23
23,Other,Male,Other,Yes,1,1,1,0,1,0,1
23,Other,Male,White,No,0,162,12,150,196,32,164
23,Other,Male,White,No,1,6,0,6,12,4,8
23,Other,Male,White,Yes,0,92,13,79,99,22,77
23,Other,Male,White,Yes,1,4,1,3,7,2,5
24,Elementary,Female,Black,No,0,4914,933,3981,6238,416,5822
24,Elementary,Female,Black,No,1,699,103,596,1132,48,1084
24,Elementary,Female,Black,Yes,0,908,185,723,1120,109,1011
24,Elementary,Female,Black,Yes,1,30,7,23,28,0,28
24,Elementary,Female,Hispanic,No,0,786,150,636,1014,102,912
24,Elementary,Female,Hispanic,No,1,216,39,177,260,35,225
24,Elementary,Female,Hispanic,Yes,0,150,35,115,224,19,205
24,Elementary,Female,Hispanic,Yes,1,76,22,54,108,12,96
24,Elementary,Female,Other,No,0,1170,246,924,1737,153,1584
24,Elementary,Female,Other,No,1,858,115,743,1145,63,1082
24,Elementary,Female,Other,Yes,0,186,33,153,292,33,259
24,Elementary,Female,Other,Yes,1,27,8,19,56,5,51
24,Elementary,Female,White,No,0,2433,402,2031,3064,244,2820
24,Elementary,Female,White,No,1,261,30,231,372,16,356
24,Elementary,Female,White,Yes,0,663,121,542,791,66,725
24,Elementary,Female,White,Yes,1,15,1,14,16,0,16
24,Elementary,Male,Black,No,0,4512,794,3718,5888,368,5520
24,Elementary,Male,Black,No,1,684,91,593,1043,38,1005
24,Elementary,Male,Black,Yes,0,1917,383,1534,2577,193,2384
24,Elementary,Male,Black,Yes,1,96,15,81,104,18,86
24,Elementary,Male,Hispanic,No,0,750,154,596,990,72,918
24,Elementary,Male,Hispanic,No,1,229,43,186,332,24,308
24,Elementary,Male,Hispanic,Yes,0,270,59,211,412,54,358
24,Elementary,Male,Hispanic,Yes,1,105,23,82,120,19,101
24,Elementary,Male,Other,No,0,1059,183,876,1584,135,1449
24,Elementary,Male,Other,No,1,984,125,859,1358,53,1305
24,Elementary,Male,Other,Yes,0,371,71,300,568,52,516
24,Elementary,Male,Other,Yes,1,63,10,53,76,6,70
24,Elementary,Male,White,No,0,2068,372,1696,2564,256,2308
24,Elementary,Male,White,No,1,294,34,260,440,22,418
24,Elementary,Male,White,Yes,0,1190,223,967,1490,119,1371
24,Elementary,Male,White,Yes,1,30,7,23,44,3,41
24,High,Female,Black,No,0,2302,369,1933,3106,308,2798
24,High,Female,Black,No,1,363,36,327,667,32,635
24,High,Female,Black,Yes,0,468,88,380,644,64,580
24,High,Female,Black,Yes,1,48,8,40,56,3,53
24,High,Female,Hispanic,No,0,381,79,302,522,63,459
24,High,Female,Hispanic,No,1,231,71,160,347,71,276
24,High,Female,Hispanic,Yes,0,57,14,43,60,5,55
24,High,Female,Hispanic,Yes,1,57,10,47,68,5,63
24,High,Female,Other,No,0,220,43,177,308,31,277
24,High,Female,Other,No,1,556,62,494,784,53,731
24,High,Female,Other,Yes,0,33,5,28,44,8,36
24,High,Female,Other,Yes,1,12,0,12,26,2,24
24,High,Female,White,No,0,1118,218,900,1477,129,1348
24,High,Female,White,No,1,123,12,111,175,11,164
24,High,Female,White,Yes,0,312,66,246,345,49,296
24,High,Male,Black,No,0,1991,326,1665,2458,216,2242
24,High,Male,Black,No,1,375,22,353,605,28,577
24,High,Male,Black,Yes,0,799,149,650,1080,126,954
24,High,Male,Black,Yes,1,36,6,30,68,2,66
24,High,Male,Hispanic,No,0,246,52,194,309,32,277
24,High,Male,Hispanic,No,1,260,61,199,340,32,308
24,High,Male,Hispanic,Yes,0,69,15,54,116,18,98
24,High,Male,Hispanic,Yes,1,108,23,85,160,27,133
24,High,Male,Other,No,0,162,22,140,259,20,239
24,High,Male,Other,No,1,576,72,504,760,44,716
24,High,Male,Other,Yes,0,90,22,68,96,3,93
