sw,tier,Gender,Ethnicity,IEP,ELL,enrolled15,absences15,presences15,enrolled16,absences16,presences16
14,Middle,Male,White,Yes,1,6,0,6,5,0,5
14,Other,Female,Black,No,0,971,83,888,2815,314,2501
14,Other,Female,Black,No,1,79,3,76,150,13,137
14,Other,Female,Black,Yes,0,124,24,100,424,46,378
14,Other,Female,Black,Yes,1,4,0,4,10,0,10
14,Other,Female,Hispanic,No,0,305,22,283,883,108,775
14,Other,Female,Hispanic,No,1,356,51,305,932,93,839
14,Other,Female,Hispanic,Yes,0,37,4,33,100,14,86
14,Other,Female,Hispanic,Yes,1,90,5,85,205,24,181
14,Other,Female,Other,No,0,136,10,126,423,34,389
14,Other,Female,Other,No,1,98,3,95,210,6,204
14,Other,Female,Other,Yes,0,20,2,18,50,7,43
14,Other,Female,Other,Yes,1,4,0,4,10,0,10
14,Other,Female,White,No,0,280,32,248,854,124,730
14,Other,Female,White,No,1,22,2,20,60,6,54
14,Other,Female,White,Yes,0,61,3,58,235,53,182
14,Other,Female,White,Yes,1,4,2,2,10,0,10
14,Other,Male,Black,No,0,954,87,867,2805,253,2552
14,Other,Male,Black,No,1,61,6,55,196,23,173
14,Other,Male,Black,Yes,0,346,33,313,947,132,815
14,Other,Male,Black,Yes,1,12,4,8,45,3,42
14,Other,Male,Hispanic,No,0,272,20,252,720,83,637
14,Other,Male,Hispanic,No,1,373,17,356,920,97,823
14,Other,Male,Hispanic,Yes,0,106,11,95,300,60,240
14,Other,Male,Hispanic,Yes,1,222,32,190,510,61,449
14,Other,Male,Other,No,0,100,11,89,398,31,367
14,Other,Male,Other,No,1,96,4,92,179,4,175
14,Other,Male,Other,Yes,0,52,4,48,148,14,134
14,Other,Male,Other,Yes,1,2,0,2,5,0,5
14,Other,Male,White,No,0,337,32,305,973,114,859
14,Other,Male,White,No,1,12,0,12,50,10,40
14,Other,Male,White,Yes,0,182,19,163,513,68,445
14,Other,Male,White,Yes,1,8,2,6,35,9,26
15,Elementary,Female,Black,No,0,8176,589,7587,7822,570,7252
15,Elementary,Female,Black,No,1,1120,61,1059,1336,80,1256
15,Elementary,Female,Black,Yes,0,1542,162,1380,1395,116,1279
15,Elementary,Female,Black,Yes,1,50,1,49,35,3,32
15,Elementary,Female,Hispanic,No,0,1312,108,1204,1288,127,1161
15,Elementary,Female,Hispanic,No,1,366,31,335,320,40,280
15,Elementary,Female,Hispanic,Yes,0,250,38,212,285,35,250
15,Elementary,Female,Hispanic,Yes,1,131,18,113,135,20,115
15,Elementary,Female,Other,No,0,1937,177,1760,2178,186,1992
15,Elementary,Female,Other,No,1,1405,66,1339,1420,58,1362
15,Elementary,Female,Other,Yes,0,325,39,286,360,31,329
15,Elementary,Female,Other,Yes,1,45,6,39,67,3,64
15,Elementary,Female,White,No,0,4094,354,3740,3862,293,3569
15,Elementary,Female,White,No,1,417,28,389,460,30,430
15,Elementary,Female,White,Yes,0,1125,110,1015,1011,89,922
15,Elementary,Female,White,Yes,1,25,0,25,20,1,19
15,Elementary,Male,Black,No,0,7501,547,6954,7260,570,6690
15,Elementary,Male,Black,No,1,1125,62,1063,1247,65,1182
15,Elementary,Male,Black,Yes,0,3163,303,2860,3217,283,2934
15,Elementary,Male,Black,Yes,1,155,20,135,135,10,125
15,Elementary,Male,Hispanic,No,0,1255,98,1157,1258,121,1137
15,Elementary,Male,Hispanic,No,1,391,44,347,408,32,376
15,Elementary,Male,Hispanic,Yes,0,445,52,393,500,59,441
15,Elementary,Male,Hispanic,Yes,1,180,37,143,155,26,129
15,Elementary,Male,Other,No,0,1743,145,1598,1941,188,1753
15,Elementary,Male,Other,No,1,1609,64,1545,1711,72,1639
15,Elementary,Male,Other,Yes,0,626,69,557,720,58,662
15,Elementary,Male,Other,Yes,1,105,4,101,95,4,91
15,Elementary,Male,White,No,0,3431,282,3149,3190,248,2942
15,Elementary,Male,White,No,1,480,37,443,560,33,527
15,Elementary,Male,White,Yes,0,1995,191,1804,1845,167,1678
15,Elementary,Male,White,Yes,1,50,5,45,55,5,50
15,High,Female,Black,No,0,3940,340,3600,3992,350,3642
15,High,Female,Black,No,1,598,36,562,812,29,783
15,High,Female,Black,Yes,0,849,67,782,828,121,707
15,High,Female,Black,Yes,1,70,3,67,70,1,69
15,High,Female,Hispanic,No,0,657,73,584,655,76,579
15,High,Female,Hispanic,No,1,391,60,331,463,78,385
15,High,Female,Hispanic,Yes,0,93,8,85,90,13,77
15,High,Female,Hispanic,Yes,1,97,7,90,90,16,74
15,High,Female,Other,No,0,405,46,359,401,27,374
15,High,Female,Other,No,1,960,60,900,987,76,911
15,High,Female,Other,Yes,0,60,6,54,55,5,50
15,High,Female,Other,Yes,1,25,1,24,33,1,32
15,High,Female,White,No,0,1888,189,1699,1855,156,1699
15,High,Female,White,No,1,205,10,195,227,9,218
15,High,Female,White,Yes,0,522,72,450,406,57,349
15,High,Male,Black,No,0,3537,266,3271,3178,239,2939
15,High,Male,Black,No,1,625,30,595,744,25,719
15,High,Male,Black,Yes,0,1416,125,1291,1373,166,1207
15,High,Male,Black,Yes,1,60,0,60,75,1,74
15,High,Male,Hispanic,No,0,440,49,391,397,32,365
15,High,Male,Hispanic,No,1,490,61,429,447,55,392
15,High,Male,Hispanic,Yes,0,135,18,117,140,22,118
15,High,Male,Hispanic,Yes,1,195,23,172,210,32,178
15,High,Male,Other,No,0,275,18,257,325,20,305
15,High,Male,Other,No,1,993,79,914,935,55,880
15,High,Male,Other,Yes,0,151,13,138,135,13,122
15,High,Male,Other,Yes,1,35,1,34,35,1,34
15,High,Male,White,No,0,1507,119,1388,1509,128,1381
15,High,Male,White,No,1,260,21,239,270,33,237
15,High,Male,White,Yes,0,621,77,544,535,68,467
15,High,Male,White,Yes,1,10,1,9,5,0,5
15,Middle,Female,Black,No,0,2562,68,2494,3206,100,3106
15,Middle,Female,Black,No,1,380,16,364,558,5,553
15,Middle,Female,Black,Yes,0,469,15,454,539,26,513
15,Middle,Female,Black,Yes,1,35,5,30,55,5,50
15,Middle,Female,Hispanic,No,0,410,18,392,508,20,488
15,Middle,Female,Hispanic,No,1,235,9,226,250,5,245
15,Middle,Female,Hispanic,Yes,0,55,2,53,90,11,79
15,Middle,Female,Hispanic,Yes,1,50,5,45,80,1,79
15,Middle,Female,Other,No,0,330,14,316,352,8,344
15,Middle,Female,Other,No,1,515,7,508,612,10,602
15,Middle,Female,Other,Yes,0,70,6,64,60,9,51
15,Middle,Female,Other,Yes,1,10,0,10,5,0,5
15,Middle,Female,White,No,0,1467,52,1415,1550,54,1496
15,Middle,Female,White,No,1,145,4,141,170,4,166
15,Middle,Female,White,Yes,0,288,15,273,335,7,328
15,Middle,Female,White,Yes,1,5,0,5,10,0,10
15,Middle,Male,Black,No,0,2240,47,2193,2908,103,2805
15,Middle,Male,Black,No,1,360,6,354,592,10,582
15,Middle,Male,Black,Yes,0,1110,21,1089,1266,59,1207
15,Middle,Male,Black,Yes,1,70,4,66,65,7,58
15,Middle,Male,Hispanic,No,0,307,11,296,480,21,459
15,Middle,Male,Hispanic,No,1,209,12,197,190,11,179
15,Middle,Male,Hispanic,Yes,0,200,3,197,205,9,196
15,Middle,Male,Hispanic,Yes,1,60,2,58,145,10,135
15,Middle,Male,Other,No,0,322,15,307,395,24,371
15,Middle,Male,Other,No,1,565,18,547,600,15,585
15,Middle,Male,Other,Yes,0,100,2,98,90,11,79
15,Middle,Male,Other,Yes,1,55,3,52,75,2,73
15,Middle,Male,White,No,0,1475,76,1399,1454,66,1388
15,Middle,Male,White,No,1,165,3,162,236,3,233
15,Middle,Male,White,Yes,0,625,37,588,790,69,721
15,Middle,Male,White,Yes,1,15,0,15,5,0,5
15,Other,Female,Black,No,0,2416,219,2197,2829,303,2526
15,Other,Female,Black,No,1,206,7,199,160,17,143
15,Other,Female,Black,Yes,0,308,44,264,432,57,375
15,Other,Female,Black,Yes,1,10,1,9,10,0,10
15,Other,Female,Hispanic,No,0,748,83,665,890,105,785
15,Other,Female,Hispanic,No,1,880,120,760,936,104,832
15,Other,Female,Hispanic,Yes,0,90,9,81,102,11,91
15,Other,Female,Hispanic,Yes,1,226,14,212,205,15,190
15,Other,Female,Other,No,0,339,21,318,425,37,388
15,Other,Female,Other,No,1,245,3,242,210,3,207
15,Other,Female,Other,Yes,0,48,4,44,50,8,42
15,Other,Female,Other,Yes,1,10,1,9,10,0,10
15,Other,Female,White,No,0,668,60,608,856,120,736
15,Other,Female,White,No,1,55,3,52,63,1,62
15,Other,Female,White,Yes,0,155,13,142,235,42,193
15,Other,Female,White,Yes,1,10,1,9,10,1,9
15,Other,Male,Black,No,0,2359,215,2144,2814,244,2570
15,Other,Male,Black,No,1,153,8,145,198,16,182
15,Other,Male,Black,Yes,0,881,88,793,952,113,839
15,Other,Male,Black,Yes,1,30,10,20,45,3,42
15,Other,Male,Hispanic,No,0,667,62,605,717,90,627
15,Other,Male,Hispanic,No,1,927,101,826,920,113,807
15,Other,Male,Hispanic,Yes,0,263,35,228,300,52,248
15,Other,Male,Hispanic,Yes,1,553,42,511,510,55,455
15,Other,Male,Other,No,0,248,24,224,395,28,367
15,Other,Male,Other,No,1,239,9,230,185,5,180
15,Other,Male,Other,Yes,0,135,15,120,150,17,133
15,Other,Male,Other,Yes,1,5,0,5,5,1,4
15,Other,Male,White,No,0,824,85,739,967,98,869
15,Other,Male,White,No,1,30,0,30,50,7,43
15,Other,Male,White,Yes,0,455,53,402,515,91,424
15,Other,Male,White,Yes,1,20,2,18,35,5,30
16,Elementary,Female,Black,No,0,6543,1290,5253,7814,1118,6696
16,Elementary,Female,Black,No,1,896,97,799,1351,85,1266
16,Elementary,Female,Black,Yes,0,1225,275,950,1392,216,1176
16,Elementary,Female,Black,Yes,1,40,9,31,35,1,34
16,Elementary,Female,Hispanic,No,0,1045,231,814,1285,230,1055
16,Elementary,Female,Hispanic,No,1,292,68,224,320,82,238
16,Elementary,Female,Hispanic,Yes,0,200,55,145,285,61,224
16,Elementary,Female,Hispanic,Yes,1,102,24,78,135,35,100
16,Elementary,Female,Other,No,0,1542,320,1222,2175,294,1881
16,Elementary,Female,Other,No,1,1132,140,992,1420,116,1304
16,Elementary,Female,Other,Yes,0,260,66,194,360,46,314
16,Elementary,Female,Other,Yes,1,36,5,31,70,2,68
16,Elementary,Female,White,No,0,3270,587,2683,3867,450,3417
16,Elementary,Female,White,No,1,332,72,260,461,62,399
16,Elementary,Female,White,Yes,0,900,188,712,1010,124,886
16,Elementary,Female,White,Yes,1,20,0,20,20,0,20
16,Elementary,Male,Black,No,0,6015,1170,4845,7265,1073,6192
16,Elementary,Male,Black,No,1,902,95,807,1251,81,1170
16,Elementary,Male,Black,Yes,0,2531,541,1990,3222,491,2731
16,Elementary,Male,Black,Yes,1,124,29,95,135,23,112
16,Elementary,Male,Hispanic,No,0,1005,221,784,1260,228,1032
16,Elementary,Male,Hispanic,No,1,312,79,233,415,90,325
16,Elementary,Male,Hispanic,Yes,0,356,90,266,503,123,380
16,Elementary,Male,Hispanic,Yes,1,144,43,101,152,53,99
16,Elementary,Male,Other,No,0,1392,294,1098,1945,314,1631
16,Elementary,Male,Other,No,1,1288,145,1143,1715,126,1589
16,Elementary,Male,Other,Yes,0,504,113,391,722,100,622
16,Elementary,Male,Other,Yes,1,84,8,76,95,16,79
16,Elementary,Male,White,No,0,2743,513,2230,3187,465,2722
16,Elementary,Male,White,No,1,384,83,301,559,94,465
16,Elementary,Male,White,Yes,0,1594,319,1275,1850,249,1601
16,Elementary,Male,White,Yes,1,40,9,31,55,10,45
16,High,Female,Black,No,0,3137,430,2707,3988,590,3398
16,High,Female,Black,No,1,478,43,435,823,40,783
16,High,Female,Black,Yes,0,676,98,578,825,160,665
16,High,Female,Black,Yes,1,56,2,54,70,4,66
16,High,Female,Hispanic,No,0,528,89,439,655,112,543
16,High,Female,Hispanic,No,1,314,82,232,462,135,327
16,High,Female,Hispanic,Yes,0,72,11,61,90,13,77
16,High,Female,Hispanic,Yes,1,80,16,64,90,20,70
16,High,Female,Other,No,0,324,61,263,395,63,332
16,High,Female,Other,No,1,764,68,696,988,101,887
16,High,Female,Other,Yes,0,48,3,45,55,11,44
16,High,Female,Other,Yes,1,20,2,18,32,3,29
16,High,Female,White,No,0,1501,224,1277,1855,256,1599
16,High,Female,White,No,1,164,15,149,225,21,204
16,High,Female,White,Yes,0,420,63,357,415,73,342
16,High,Male,Black,No,0,2815,365,2450,3178,413,2765
16,High,Male,Black,No,1,499,34,465,755,27,728
16,High,Male,Black,Yes,0,1131,154,977,1367,221,1146
16,High,Male,Black,Yes,1,48,1,47,80,7,73
16,High,Male,Hispanic,No,0,350,67,283,400,71,329
16,High,Male,Hispanic,No,1,380,75,305,448,75,373
16,High,Male,Hispanic,Yes,0,108,19,89,143,32,111
16,High,Male,Hispanic,Yes,1,156,26,130,210,50,160
16,High,Male,Other,No,0,220,22,198,325,19,306
16,High,Male,Other,No,1,790,63,727,935,97,838
16,High,Male,Other,Yes,0,120,17,103,130,22,108
16,High,Male,Other,Yes,1,28,1,27,35,2,33
16,High,Male,White,No,0,1206,146,1060,1504,196,1308
16,High,Male,White,No,1,207,28,179,273,49,224
16,High,Male,White,Yes,0,493,87,406,534,106,428
16,High,Male,White,Yes,1,8,2,6,5,0,5
16,Middle,Female,Black,No,0,2053,103,1950,3214,122,3092
16,Middle,Female,Black,No,1,304,13,291,563,8,555
16,Middle,Female,Black,Yes,0,379,22,357,540,31,509
16,Middle,Female,Black,Yes,1,28,1,27,55,2,53
16,Middle,Female,Hispanic,No,0,328,35,293,510,27,483
16,Middle,Female,Hispanic,No,1,188,10,178,253,19,234
16,Middle,Female,Hispanic,Yes,0,40,5,35,90,12,78
16,Middle,Female,Hispanic,Yes,1,40,2,38,80,4,76
16,Middle,Female,Other,No,0,264,20,244,354,23,331
16,Middle,Female,Other,No,1,412,20,392,618,20,598
16,Middle,Female,Other,Yes,0,56,8,48,62,15,47
16,Middle,Female,Other,Yes,1,8,0,8,5,0,5
16,Middle,Female,White,No,0,1178,72,1106,1550,66,1484
16,Middle,Female,White,No,1,116,7,109,170,5,165
16,Middle,Female,White,Yes,0,232,23,209,335,21,314
16,Middle,Female,White,Yes,1,4,0,4,10,0,10
16,Middle,Male,Black,No,0,1797,102,1695,2905,134,2771
16,Middle,Male,Black,No,1,287,15,272,595,10,585
16,Middle,Male,Black,Yes,0,891,63,828,1266,84,1182
16,Middle,Male,Black,Yes,1,56,3,53,65,2,63
16,Middle,Male,Hispanic,No,0,250,29,221,480,41,439
16,Middle,Male,Hispanic,No,1,160,14,146,190,18,172
16,Middle,Male,Hispanic,Yes,0,160,11,149,204,15,189
16,Middle,Male,Hispanic,Yes,1,48,7,41,145,13,132
16,Middle,Male,Other,No,0,260,17,243,395,33,362
16,Middle,Male,Other,No,1,452,18,434,600,28,572
16,Middle,Male,Other,Yes,0,80,11,69,90,16,74
16,Middle,Male,Other,Yes,1,44,6,38,75,6,69
16,Middle,Male,White,No,0,1181,101,1080,1455,89,1366
16,Middle,Male,White,No,1,132,8,124,240,16,224
16,Middle,Male,White,Yes,0,501,41,460,790,79,711
16,Middle,Male,White,Yes,1,12,0,12,5,0,5
16,Other,Female,Black,No,0,1957,298,1659,2840,427,2413
16,Other,Female,Black,No,1,179,9,170,160,21,139
16,Other,Female,Black,Yes,0,248,47,201,435,71,364
16,Other,Female,Black,Yes,1,8,1,7,10,3,7
16,Other,Female,Hispanic,No,0,599,130,469,893,169,724
16,Other,Female,Hispanic,No,1,708,182,526,936,179,757
16,Other,Female,Hispanic,Yes,0,72,13,59,105,7,98
16,Other,Female,Hispanic,Yes,1,182,38,144,205,38,167
16,Other,Female,Other,No,0,275,37,238,428,47,381
16,Other,Female,Other,No,1,211,9,202,210,10,200
16,Other,Female,Other,Yes,0,40,5,35,50,8,42
16,Other,Female,Other,Yes,1,8,0,8,10,0,10
16,Other,Female,White,No,0,539,81,458,850,136,714
16,Other,Female,White,No,1,44,5,39,65,12,53
16,Other,Female,White,Yes,0,124,24,100,236,51,185
16,Other,Female,White,Yes,1,8,3,5,10,3,7
16,Other,Male,Black,No,0,1906,276,1630,2820,356,2464
16,Other,Male,Black,No,1,130,8,122,201,22,179
16,Other,Male,Black,Yes,0,712,114,598,967,159,808
16,Other,Male,Black,Yes,1,24,12,12,45,3,42
16,Other,Male,Hispanic,No,0,537,114,423,715,135,580
16,Other,Male,Hispanic,No,1,759,158,601,918,190,728
16,Other,Male,Hispanic,Yes,0,208,41,167,303,77,226
16,Other,Male,Hispanic,Yes,1,444,97,347,510,111,399
16,Other,Male,Other,No,0,202,27,175,390,45,345
16,Other,Male,Other,No,1,207,6,201,185,9,176
16,Other,Male,Other,Yes,0,108,17,91,150,23,127
16,Other,Male,Other,Yes,1,5,0,5,5,0,5
16,Other,Male,White,No,0,666,93,573,971,149,822
16,Other,Male,White,No,1,24,2,22,50,8,42
16,Other,Male,White,Yes,0,370,61,309,512,88,424
16,Other,Male,White,Yes,1,16,2,14,35,9,26
17,Elementary,Female,Black,No,0,9813,983,8830,6226,677,5549
17,Elementary,Female,Black,No,1,1344,78,1266,1084,72,1012
17,Elementary,Female,Black,Yes,0,1828,216,1612,1112,112,1000
17,Elementary,Female,Black,Yes,1,60,3,57,28,2,26
17,Elementary,Female,Hispanic,No,0,1571,175,1396,1023,117,906
17,Elementary,Female,Hispanic,No,1,439,69,370,256,42,214
17,Elementary,Female,Hispanic,Yes,0,304,48,256,225,37,188
17,Elementary,Female,Hispanic,Yes,1,150,26,124,108,22,86
17,Elementary,Female,Other,No,0,2317,264,2053,1742,203,1539
17,Elementary,Female,Other,No,1,1698,94,1604,1139,41,1098
17,Elementary,Female,Other,Yes,0,387,49,338,288,34,254
17,Elementary,Female,Other,Yes,1,54,3,51,56,6,50
17,Elementary,Female,White,No,0,4883,436,4447,3084,327,2757
17,Elementary,Female,White,No,1,509,49,460,372,35,337
17,Elementary,Female,White,Yes,0,1347,121,1226,804,84,720
17,Elementary,Female,White,Yes,1,30,0,30,16,2,14
17,Elementary,Male,Black,No,0,9025,874,8151,5826,653,5173
17,Elementary,Male,Black,No,1,1356,81,1275,1004,63,941
17,Elementary,Male,Black,Yes,0,3798,412,3386,2587,313,2274
17,Elementary,Male,Black,Yes,1,186,16,170,108,18,90
17,Elementary,Male,Hispanic,No,0,1512,167,1345,1008,142,866
17,Elementary,Male,Hispanic,No,1,465,60,405,332,54,278
17,Elementary,Male,Hispanic,Yes,0,539,84,455,408,70,338
17,Elementary,Male,Hispanic,Yes,1,213,35,178,120,34,86
17,Elementary,Male,Other,No,0,2097,212,1885,1560,174,1386
17,Elementary,Male,Other,No,1,1935,86,1849,1358,96,1262
17,Elementary,Male,Other,Yes,0,750,121,629,580,53,527
17,Elementary,Male,Other,Yes,1,126,11,115,76,16,60
17,Elementary,Male,White,No,0,4123,392,3731,2541,276,2265
17,Elementary,Male,White,No,1,583,65,518,443,35,408
17,Elementary,Male,White,Yes,0,2382,258,2124,1478,149,1329
17,Elementary,Male,White,Yes,1,60,6,54,44,10,34
17,High,Female,Black,No,0,4701,383,4318,3195,425,2770
17,High,Female,Black,No,1,717,36,681,658,34,624
17,High,Female,Black,Yes,0,1019,88,931,656,111,545
17,High,Female,Black,Yes,1,84,2,82,56,3,53
17,High,Female,Hispanic,No,0,792,91,701,524,87,437
17,High,Female,Hispanic,No,1,468,83,385,367,115,252
17,High,Female,Hispanic,Yes,0,108,16,92,72,12,60
17,High,Female,Hispanic,Yes,1,120,17,103,72,11,61
17,High,Female,Other,No,0,477,67,410,316,47,269
17,High,Female,Other,No,1,1146,90,1056,785,68,717
17,High,Female,Other,Yes,0,72,11,61,44,11,33
17,High,Female,Other,Yes,1,30,2,28,26,2,24
17,High,Female,White,No,0,2250,234,2016,1482,182,1300
17,High,Female,White,No,1,243,15,228,177,13,164
17,High,Female,White,Yes,0,633,69,564,334,56,278
17,High,Male,Black,No,0,4210,368,3842,2549,285,2264
17,High,Male,Black,No,1,750,48,702,604,31,573
17,High,Male,Black,Yes,0,1699,170,1529,1096,167,929
17,High,Male,Black,Yes,1,72,2,70,64,2,62
17,High,Male,Hispanic,No,0,527,83,444,320,43,277
17,High,Male,Hispanic,No,1,565,105,460,356,69,287
17,High,Male,Hispanic,Yes,0,159,17,142,116,24,92
17,High,Male,Hispanic,Yes,1,233,39,194,164,33,131
17,High,Male,Other,No,0,325,13,312,260,27,233
17,High,Male,Other,No,1,1188,100,1088,748,50,698
17,High,Male,Other,Yes,0,180,19,161,104,13,91
17,High,Male,Other,Yes,1,42,2,40,28,0,28
17,High,Male,White,No,0,1810,162,1648,1200,121,1079
17,High,Male,White,No,1,309,29,280,216,35,181
17,High,Male,White,Yes,0,730,114,616,424,76,348
17,High,Male,White,Yes,1,12,0,12,4,0,4
17,Middle,Female,Black,No,0,3072,92,2980,2571,147,2424
17,Middle,Female,Black,No,1,456,12,444,452,9,443
17,Middle,Female,Black,Yes,0,570,22,548,432,25,407
17,Middle,Female,Black,Yes,1,42,1,41,44,2,42
17,Middle,Female,Hispanic,No,0,487,34,453,408,25,383
17,Middle,Female,Hispanic,No,1,282,16,266,204,15,189
17,Middle,Female,Hispanic,Yes,0,60,3,57,70,8,62
17,Middle,Female,Hispanic,Yes,1,60,8,52,64,6,58
17,Middle,Female,Other,No,0,393,39,354,284,22,262
17,Middle,Female,Other,No,1,618,12,606,493,11,482
17,Middle,Female,Other,Yes,0,84,11,73,48,12,36
17,Middle,Female,Other,Yes,1,12,2,10,4,0,4
17,Middle,Female,White,No,0,1769,86,1683,1240,58,1182
17,Middle,Female,White,No,1,174,8,166,136,7,129
17,Middle,Female,White,Yes,0,351,22,329,271,25,246
17,Middle,Female,White,Yes,1,6,0,6,8,0,8
17,Middle,Male,Black,No,0,2691,95,2596,2324,107,2217
17,Middle,Male,Black,No,1,432,8,424,476,9,467
17,Middle,Male,Black,Yes,0,1338,44,1294,1016,77,939
17,Middle,Male,Black,Yes,1,84,1,83,52,2,50
17,Middle,Male,Hispanic,No,0,378,33,345,384,21,363
17,Middle,Male,Hispanic,No,1,240,7,233,148,5,143
17,Middle,Male,Hispanic,Yes,0,244,14,230,164,12,152
17,Middle,Male,Hispanic,Yes,1,72,7,65,116,7,109
17,Middle,Male,Other,No,0,395,30,365,314,25,289
17,Middle,Male,Other,No,1,679,30,649,479,14,465
17,Middle,Male,Other,Yes,0,120,7,113,72,10,62
17,Middle,Male,Other,Yes,1,66,2,64,59,8,51
17,Middle,Male,White,No,0,1769,99,1670,1164,74,1090
17,Middle,Male,White,No,1,198,7,191,189,5,184
17,Middle,Male,White,Yes,0,750,42,708,631,62,569
17,Middle,Male,White,Yes,1,18,0,18,4,0,4
17,Other,Female,Black,No,0,2959,294,2665,2269,276,1993
17,Other,Female,Black,No,1,249,12,237,128,17,111
17,Other,Female,Black,Yes,0,369,55,314,348,51,297
17,Other,Female,Black,Yes,1,12,1,11,8,3,5
17,Other,Female,Hispanic,No,0,897,116,781,709,112,597
17,Other,Female,Hispanic,No,1,1070,175,895,752,127,625
17,Other,Female,Hispanic,Yes,0,108,13,95,84,7,77
17,Other,Female,Hispanic,Yes,1,276,37,239,164,31,133
17,Other,Female,Other,No,0,398,57,341,344,32,312
17,Other,Female,Other,No,1,294,7,287,168,8,160
17,Other,Female,Other,Yes,0,60,6,54,40,6,34
17,Other,Female,Other,Yes,1,12,0,12,8,0,8
17,Other,Female,White,No,0,793,77,716,680,101,579
17,Other,Female,White,No,1,66,9,57,52,4,48
17,Other,Female,White,Yes,0,184,19,165,190,44,146
17,Other,Female,White,Yes,1,12,3,9,8,3,5
17,Other,Male,Black,No,0,2869,259,2610,2256,229,2027
17,Other,Male,Black,No,1,192,12,180,164,14,150
17,Other,Male,Black,Yes,0,1070,116,954,768,101,667
17,Other,Male,Black,Yes,1,36,8,28,36,2,34
17,Other,Male,Hispanic,No,0,801,115,686,574,81,493
17,Other,Male,Hispanic,No,1,1135,170,965,736,154,582
17,Other,Male,Hispanic,Yes,0,316,67,249,244,50,194
17,Other,Male,Hispanic,Yes,1,667,85,582,408,95,313
17,Other,Male,Other,No,0,303,30,273,312,30,282
17,Other,Male,Other,No,1,288,10,278,148,3,145
17,Other,Male,Other,Yes,0,162,25,137,120,18,102
17,Other,Male,Other,Yes,1,6,0,6,4,1,3
17,Other,Male,White,No,0,1003,96,907,771,114,657
17,Other,Male,White,No,1,36,2,34,44,6,38
17,Other,Male,White,Yes,0,553,69,484,417,79,338
17,Other,Male,White,Yes,1,24,1,23,28,8,20
18,Elementary,Female,Black,No,0,6542,1379,5163,6357,596,5761
18,Elementary,Female,Black,No,1,906,105,801,1087,68,1019
18,Elementary,Female,Black,Yes,0,1220,293,927,1137,109,1028
18,Elementary,Female,Black,Yes,1,40,6,34,28,1,27
18,Elementary,Female,Hispanic,No,0,1048,242,806,1019,98,921
18,Elementary,Female,Hispanic,No,1,295,90,205,254,39,215
18,Elementary,Female,Hispanic,Yes,0,200,51,149,229,38,191
18,Elementary,Female,Hispanic,Yes,1,100,35,65,108,14,94
18,Elementary,Female,Other,No,0,1548,357,1191,1759,164,1595
18,Elementary,Female,Other,No,1,1144,141,1003,1143,42,1101
18,Elementary,Female,Other,Yes,0,256,72,184,294,34,260
18,Elementary,Female,Other,Yes,1,36,7,29,56,8,48
18,Elementary,Female,White,No,0,3250,613,2637,3098,312,2786
18,Elementary,Female,White,No,1,344,53,291,379,39,340
18,Elementary,Female,White,Yes,0,892,185,707,816,84,732
18,Elementary,Female,White,Yes,1,20,4,16,16,0,16
18,Elementary,Male,Black,No,0,6013,1235,4778,5953,527,5426
18,Elementary,Male,Black,No,1,911,111,800,1012,50,962
18,Elementary,Male,Black,Yes,0,2526,558,1968,2635,265,2370
18,Elementary,Male,Black,Yes,1,124,19,105,108,23,85
18,Elementary,Male,Hispanic,No,0,1006,265,741,1014,105,909
18,Elementary,Male,Hispanic,No,1,312,96,216,329,34,295
